pmid	title	abstract	included_c	included_w
30684331	Evaluation of the effects of physical therapy on everyday functioning in stroke patients.	Introduction: Stroke is one of the most important health problems of our time. The aim: The aim of the study was to assess the functional status of stroke patients and the effects of physical therapy on patient functioning. Material and methods: The study included 28 patients (10 women, 18 men) after ischaemic stroke. The patients underwent kinesitherapy , verticalisation, gait training, and physical therapy. Results: 1. After treatment, patients showed functional improvements in all the activities of daily living assessed in the study. 2. The improvement depended on the time from stroke, with the most dynamic changes occurring in the first 3 months after stroke. Conclusions: 1. Appropriate patient-specific physical therapy plays an extremely important role in rehabilitation. It may prevent a number of complications and reduce disability. 2. Physical therapy and rehabilitation constitute the basis for stroke patient treatment.	1	0
30687193	Attention Improves During Physical Exercise in Individuals With ADHD.	The present study examined the effects of physical exercise on attentional processes in individuals diagnosed with Attention Deficit Hyperactivity Disorder (ADHD), compared to healthy controls. Unlike previous studies typically comparing performance on baseline measures with post-exercise performance, this study examined the effects of physical exercise on attention while participants were engaged in a continuous performance task. Fourteen individuals diagnosed with ADHD (71% females, mean age = 24.8) and 17 controls (76% females, mean age = 22.6) completed the Conners Continuous Auditory Test of Attention (CATA). All participants completed the test twice, at baseline in a sitting position and while walking on the treadmill at a speed of 5 km/h. The order of administration was counterbalanced for each group. A 2 × 2 ANOVA with repeated measures detected a group by activity interaction on several measures of the CATA. Specifically, compared to baseline, the ADHD group demonstrated faster reaction times during physical exercise (25.4 ms faster) and decreased omission errors (1.5% better), whereas controls showed the opposite pattern (15.9 ms slower and 0.88% worse, respectively). Importantly, the ADHD group's overall relatively lower performance on these measures was only evident in the resting condition, attaining scores similar to controls during exercise. These results suggest a possibly hypoactive attentional system in ADHD that could potentially be enhanced by arousal through engagement in physical exercise.	1	0
30687224	Gadolinium-Enhanced Extracranial MRA Prior to Mechanical Thrombectomy Is Not Associated With an Improved Procedure Speed.	Objectives: To assess whether performing a pre-intervention gadolinium-enhanced extracranial magnetic resonance angiogram (MRA) in addition to intracranial vascular imaging is associated with improved thrombectomy time metrics. Methods: Consecutive patients treated by MT at a large comprehensive stroke center between January 2012 and December 2017 who were screened using pre-intervention MRI were included. Patients characteristics and procedural data were collected. Univariate and multivariate analysis were performed to compare MT speed, efficacy, complications, and clinical outcomes between patients with and without pre-intervention gadolinium-enhanced extracranial MRA. Results: A total of 912 patients were treated within the study period, including 288 (31.6%) patients with and 624 (68.4%) patients without extracranial MRA. Multivariate analysis showed no significant difference between groups in groin puncture to clot contact time (RR = 0.93 [0.85-1.02], p = 0.14) or to recanalization time (RR = 0.92 [0.83-1.03], p = 0.15), rates of successful recanalization (defined as a mTICI 2b or 3, RR = 0.93 [0.62-1.42], p = 0.74), procedural complications (RR = 0.81 [0.51-1.27], p = 0.36), and good clinical outcome (defined by a mRS ≤ 2 at 3 months follow-up, RR = 1.05 [0.73-1.52], p = 0.79). Conclusion: Performing a pre-intervention gadolinium-enhanced extracranial MRA in addition to non-contrast intracranial MRA at stroke onset does not seem to be associated with a delay or shortening of procedure times.	1	0
30687230	Changes in Blood microRNA Expression and Early Metabolic Responsiveness 21 Days Following Bariatric Surgery.	Background: Early metabolic responses following bariatric surgery appear greater than expected given the initial weight loss and coincide with improvement in diabetes. We hypothesized that small non-coding microRNA changes might contribute to regulating mechanisms for metabolic changes and weight loss in patients with severe obesity and diabetes. Methods: Twenty-nine type 2 patients with severe obesity (mean BMI 46.2 kg/m2) and diabetes underwent Roux-en-Y gastric bypass (RYGB) surgery. Clinical measurements and fasting blood samples were taken preoperatively and at day 21 postoperatively. Normalization of fasting glucose and HbA1c following bariatric surgery (short-term diabetes remission) was defined as withdrawal of anti-diabetic medication and fasting glucose < 100 mg/dL (5.6 mmol/L) or HbA1c < 6.0%. MicroRNA expression was determined by quantitative polymerase chain reaction and tested for significant changes after surgery. Results: BMI decreased by 3.8 kg/m2 21 days postoperatively. Eighteen of 29 RYGB (62%) had short-term diabetes remission. Changes from pre- to post-surgery in 32 of 175 microRNAs were nominally significant (p < 0.05). Following multiple comparison adjustment, changes in seven microRNAs remained significant: miR-7-5p, let-7f-5p, miR-15b-5p, let-7i-5p, miR-320c, miR-205-5p, and miR-335-5p. Four pathways were over-represented by these seven microRNAs, including diabetes and insulin resistance pathways. Conclusion: Seven microRNAs showed significant changes 21 days after bariatric surgery. Functional pathways of the altered microRNAs were associated with diabetes-, pituitary-, and liver-related disease, with expression in natural killer cells, and pivotal intestinal pathology suggesting possible mechanistic roles in early diabetes responses following bariatric surgery.	1	0
30687552	Vulnerability and Resilience in Patients with Chronic Pain in Occupational Healthcare: A Pilot Study with a Patient-Centered Approach.	The aim of this pilot study was to describe vulnerability and resilience and possible subgroups in patients with chronic work related musculoskeletal pain in occupational healthcare. A second aim was to evaluate a patient-centered approach. This study was based on consecutive patients with chronic pain, seen by the same physician and sick-listed full or part time three months or longer. They were included during a period of three months. Patient reported outcome measures (PROM) were administered at baseline and at follow-up after 8 months. A patient-centered approach was applied where the patient's whole situation was taken into account. A dominance of an insecure dismissing attachment pattern and a subnormal sense of coherence (SOC) was reported both at baseline and at follow-up. The patients (n=38) reported significant improvement of pain severity (p=0.01), pain interference (p=0.001), life control (p=0.01), affective distress (p=0.02), and dysfunction (p=0.001) on the multidimensional pain inventory (MPI) and fewer patients were sick-listed full time at follow-up (13 patients versus 21). By means of multivariate data analyses this change in MPI was confirmed and was also correlated with a significant increase in health related quality of life (HRQoL). Moreover subgroups with different outcome at follow-up were identified according to attachment pattern and subgroups on MPI. A patient-centered approach may be of value for patients with chronic pain in occupational healthcare, improving pain and dysfunction. Patients with chronic pain are a heterogeneous group where outcome of treatment might be influenced by individual resilience and/or vulnerability.	0	1
30687715	Laparoscopic Reversal of Tubal Sterilization; A Retrospective Study Over 135 Cases.	Objectives: To evaluate the pregnancy and delivery rates of laparoscopic tubal reanastomosis. Study Design: From 2003 to 2013, 135 laparoscopic tubal reversals were performed according to the four stitch technique. The parameters studied, included positive pregnancy test, miscarriage, ectopic pregnancy, termination of pregnancy, term delivery, post-operative time to conception, post-operative hysterosalpingography, and spermogram. Results: From the 135 patients operated, 93 fulfilled the inclusion criteria. The age of patients varied from 27 to 47 years old. All ages combined, positive β-HCG blood sample rate was 75.3% (95% CI: 65.0-83.4%) and term delivery 52.7% (95%CI: 42.1-3.0%). The age-adjusted pregnancy and delivery rates were as follows: 27-35 y.o. (n = 23) 95.7% (95%CI: 76.0-99.8%) and 73.9% (95%CI: 51.3-88.9%),36-39 y.o. (n = 40) 77.5% (95%CI: 61.1-88.6%) and 47.5% (95%CI: 31.8-63.7%),40-42 y.o. (n = 19) 68.4% (95%CI: 43.5-86.4%) and 52.6% (95%CI: 29.5-74.8%),43-47 y.o. (n = 11) 36.4% (95%CI: 12.4-68.4%) and 27.3% (95%CI: 7.3-60.7%). Conclusions: In our series the pregnancy and delivery rates after laparoscopic reversal of tubal sterilization is estimated at 75.3 and 52.7%, respectively. For women with tubal sterilization and no other infertility factors, reanastomosis can restore anterior natural fertility related to age. Laparoscopic reversal should be proposed systematically to patients and performed by well-trained laparoscopists, avoiding potentially the inconvenient and adverse outcomes of an IVF treatment. Although, it may seem a more cost-effective technique compared to robotically assisted reversal, a prospective randomized trial could answer this question.	1	0
30687765	Intravenous Cyclophosphamide Therapy for Anti-IFN-Gamma Autoantibody-Associated Mycobacterium abscessus Infection.	Anti-interferon-gamma (IFN-γ) autoantibodies are increasingly recognized as a cause of adult-onset immunodeficiency (AOID) worldwide. These patients are susceptible to various intracellular pathogens especially nontuberculous mycobacteria. Most of the patients have a refractory clinical course. Herein, we report the use of immunotherapy with pulse intravenous cyclophosphamide (IVCY) in patients who had progressive, refractory Mycobacterium abscessus infection. We included patients, seen at Srinagarind Hospital, Thailand, infected with M. abscessus, who had received ≥3 courses of parenteral antibiotics within the last 12 months and who received pulse IVCY with a tapering dose of prednisolone. There were 8 AOID patients who met the criteria and received pulse IVCY between January 2011 and December 2015. One patient was lost to follow-up after 5 courses of IVCY: he had died at home 3 months later. Five patients had favorable outcomes: 2 were able to discontinue NTM therapy, and 3 had stable disease and were on NTM treatment without hospitalization for parenteral antibiotics. Two patients relapsed and needed hospitalization. The IFN-γ Ab titers among the 7 patients were significantly decreased during treatment, and the median initial antibody titer started at 200,000 and then decreased to 5,000 after 2 years of treatment (P < 0.0001). The antibody titer reduction among responsive vs. nonresponsive patient was significantly different after 6 months of treatment: the median antibody titer was 5,000 and 100,000, respectively (P = 0.0467). IVCY therapy might be an alternative treatment for AOID patients infected with M. abscessus and refractory to antimycobacterial therapy.	1	0
30692906	EEG Phase Synchronization in Persons With Depression Subjected to Transcranial Magnetic Stimulation.	Aim: The main objective of this work was to study the impact of repetitive Transcranial Magnetic Stimulation (rTMS) treatment on brain activity in 8 patients with major depressive disorder (MDD) and 10 patients with bipolar disorder (BP). Changes due to rTMS stimulation of the left dorsolateral prefrontal cortex (DLPFC) were investigated considering separately responders and non-responders to therapy in each of both groups. The aim of the research is to determine whether non-responders differ from responders suffered from both diseases, as well as if any change occurred due to rTMS across consecutive rTMS sessions. Methods: The graph-theory-based connectivity analysis of non-linearity measure of phase interdependencies-Phase Locking Value (PLV)-was examined from EEG data. The approximately 15-min EEG recordings from each of participants were recorded before and after 1st, 10th, and 20th session, respectively. PLV calculated from data was analyzed using principal graph theory indices (strength and degree) within five physiological frequency bands and in individual channels separately. The impact of rTMS on the EEG connectivity in every group of patients evaluated by PLV was assessed. Results: Each of four groups reacted differently to rTMS treatment. The strength and degree of PLV increased in gamma band in both groups of responders. Moreover, an increase of indices in beta band for BP-responders was observed. While, in MDD-non-responders the indices decreased in gamma band and increased in beta band. Moreover, the index strength was lower in alpha band for BP- non-responders. The rTMS stimulation caused topographically specific changes, i.e., the increase of the activity in the left DLPFC as well as in other brain regions such as right parieto-occipital areas. Conclusions: The analysis of PLV allowed for evaluation of the rTMS impact on the EEG activity in each group of patients. The changes of PLV under stimulation might be a good indicator of response to depression treatment permitting to improve the effectiveness of therapy.	1	0
30692939	Photobiomodulation by Led Does Not Alter Muscle Recovery Indicators and Presents Similar Outcomes to Cold-Water Immersion and Active Recovery.	Purpose: The aim of the present study was to investigate the effectiveness of photobiomodulation therapy (PBMT) on muscle recovery based on inflammation (interleukin-10 [IL-10]; tumor necrosis factor-α [TNFα]), muscle damage markers (creatine kinase [CK]; lactate dehydrogenase [LDH]), delay onset muscle soreness (DOMS), and countermovement jump performance (CMJ) after two sprint interval training (SIT) sessions compared with a placebo condition (part-I), as well as to compare the effectiveness of PBMT with active recovery (AR) and cold-water immersion (CWI) (part-II). Methods: Part-I was conducted as a double-blind, randomized and placebo-controlled study and part-II as a parallel-group study. Thirty-six men participated in the studies (12 participants in part-I and 36 participants in part-II). Volunteers performed two SITs interspaced by 24-h (SIT1 and SIT2) to mimic the effect of accumulating 2 consecutive days of SIT. In part-I, only after SIT2, PBMT [Total energy: 600J (300J per leg in 5 spots); wavelength: 660-850 nm] or placebo interventions were performed, while in part-II PBMT (part-I data), AR (15-min; 50% of the maximal aerobic power), or CWI (10-min; 10°C) were carried out, also after SIT2. Blood samples were collected before (i.e., baseline), and 0.5, 1, 24, 48, and 72-h after SIT2, while CMJ and DOMS were measured before, 24, 48, and 72-h after SIT2. Results: In part-I, there were no interactions between PBMT and placebo conditions for any blood markers (P ≥ 0.313), DOMS (P = 0.052), and CMJ (P = 0.295). However, an effect of time was found with increases in LDH, CK, and IL-10 (P ≤ 0.043) as well as a decrease in DOMS at 72-h compared with 24-h (P = 0.012). In part-II, there were no interactions between the PBMT, AR, and CWI groups for any markers at the same moments (P ≥ 0.189) and for the peak and integral values (P ≥ 0.193), for DOMS (P = 0.314) and CMJ (P = 0.264). However, an effect of time was found with an increase in CK and IL-10 (P = 0.003), while DOMS decreased at 48 and 72-h compared with 24-h (P = 0.001). Conclusion: In summary, PBMT had no effect on inflammation, muscle damage, CMJ performance, or DOMS after two consecutive sprint interval training sessions compared to placebo, CWI, and AR strategies.	1	0
30693046	Effect of livergol on the improvement of fatty liver in patients with cancer undergoing irinotecan- and oxaliplatin-based chemotherapy regimen.	The aim of this study was to determine the effect of Livergol on the improvement of fatty liver in patients with cancer undergoing irinotecan- and oxaliplatin-based chemotherapy regimen. This was an add-on nonrandomized clinical trial study on thirty selected eligible cancer patients undergoing irinotecan (8 patients) and oxaliplatin (22 patients) with diagnosed fatty liver disease-based liver ultrasonography, as well as alanine aminotransferase (ALT) and aspartate aminotransferase (AST). Patients in each group received Livergol at a dose of 140 mg daily for 1 month. ALT and AST levels as well as grade of fatty liver were evaluated before and after intervention. In the oxaliplatin/Livergol group, 40% and 44.4% of patients who were in Grade 2 and 3 before intervention were altered to Grades 1 and 2, respectively (P = 0.005), and in irinotecan/Livergol group, the mentioned percentages were 80% and 66.7% (P = 0.014). The mean levels of ALT and AST enzymes were decreased in both groups after tacking Livergol; however, the observed decreases were not significantly different between groups. It was concluded that the adding of Livergol to oxaliplatin and irinotecan regimens significantly improved the fatty liver of patients and none of them was superior.	1	0
30693103	Dexamethasone Intravitreal Implant (Ozurdex) for Long-Term Macular Edema after Epiretinal Membrane Peeling Surgery.	To investigate the functional and anatomical outcome of the 0.7 mg dexamethasone (Ozurdex) intravitreal implant (IVD) in eyes with long-term macular edema after macular epiretinal membrane removal. We enrolled 40 eyes with persistent macular edema at least 12 months after epiretinal membrane removal. Twenty eyes in the IVD group received IVD and the other 20 eyes were in the control group. The main outcome measures were change in best-corrected visual acuity (BCVA) and central foveal thickness (CFT). For eyes in the IVD group, the mean BCVA improved by 3.45 lines to 0.47 logMAR one month after IVD. However, the mean BCVA improved by only 0.14 lines to 0.74 logMAR at the same time in eyes in the control group. Six months later, the mean BCVA improved to 0.31 and 0.74 logMAR in the IVD and control groups, respectively. In the IVD group, the mean CFT decreased rapidly by 116.8 μm to 333.9 μm one month after IVD. Thereafter the CFT decreased at a slower pace. In the control group, the CFT remained static during the follow-up period. However, in the IVD group, 6 months after IVD, the CFT seemed to have a tendency to increase. Single IVD could significantly decrease macular edema and improve visual outcome for eyes with persistent long-term macular edema after macular ERM removal and the effect can be sustained as long as 6 months after the initial injection. However, in order to maintain the visual and anatomical outcome, repeat IVD might be considered if macular edema recurs.	1	0
