record_id,pmid,title,abstract,included_c,included_w,included,asreview_ranking
11,30687684,Understanding Family-Level Effects of Adult Chronic Disease Management Programs: Perceived Influences of Behavior Change on Adolescent Family Members' Health Behaviors Among Low-Income African Americans With Uncontrolled Hypertensions.,"Background: Despite improvements in cardiovascular disease (CVD) prevention and treatment, low-income African Americans experience disparities in CVD-related morbidity and mortality. Childhood obesity disparities and poor diet and physical activity behaviors contribute to CVD disparities throughout the life course. Given the potential for intergenerational transmission of CVD risk, it is important to determine whether adult disease management interventions could be modified to achieve family-level benefits and improve primary prevention among high-risk youth. Objective: To explore mechanisms by which African-American adults' (referred to as index patients) participation in a hypertension disease management trial influences adolescent family members' (referred to as adolescents) lifestyle behaviors. Design/Methods: The study recruited index patients from the Achieving blood pressure Control Together (ACT) study who reported living with an adolescent ages 12-17 years old. Index patients and adolescents were recruited for in-depth interviews and were asked about any family-level changes to diet and physical activity behaviors during or after participation in the ACT study. If family-level changes were described, index patients and adolescents were asked whether role modeling, changes in the home food environment, meal preparation, and family functioning contributed to these changes. These mechanisms were hypothesize to be important based on existing research suggesting that parental involvement in childhood obesity interventions influences child and adolescent weight status. Thematic content analysis of transcribed interviews identified both a priori and emergent themes. Results: Eleven index patients and their adolescents participated in in-depth interviews. Index patients and adolescents both described changes to the home food environment and meal preparation. Role modeling was salient to index patients, particularly regarding healthy eating behaviors. Changes in family functioning due to study participation were not endorsed by index patients or adolescents. Emergent themes included adolescent care-taking of index patients and varying perceptions by index patients of their influence on adolescents' health behaviors. Conclusions: Our findings suggest that disease management interventions directed at high-risk adult populations may influence adolescent family members' health behaviors. We find support for the hypotheses that role modeling and changes to the home food environment are mechanisms by which family-level health behavior change occurs. Adolescents' roles as caretakers for index patients emerged as another potential mechanism. Future research should explore these mechanisms and ways to leverage disease management to support both adult and adolescent health behavior change.",0,1,1,11
3,30672351,Quality of Life and Depression in Turkish Patients with β-Thalassemia Major: A Cross-Sectional Study.,"Thalassemias are the most common monogenic disorders worldwide. Thalassemia patients experience difficulties in their schooling, finding jobs and/or marriage because of functional and physical limitations caused by this disease. It is expected that the quality of life (QoL) of patients with thalassemia will be lower than those without this disease. The aim of this study was to benefit worldwide thalassemia patients in terms of QoL and mental health. This cross-sectional study was performed in Turkey. The study population consisted of of 57 β-thalassemia major (β-TM) patients and the control group. The short form-36 (SF-36) questionnaire and Beck depression inventory (BDI) were used. The mean age of the patients was 21.6 ± 6.6 (age range 15-39) and the male-to-female ratio was 0.7. The mean SF-36 scores of the patient and the control groups were 59.2 ± 12.4 and 75.7 ± 11.8, and the mean BDI scores of the patients and controls were 13.5 ± 6.4 and 6.1 ± 3.7, respectively. There was a statistically significant difference between the total SF-36 and BDI scores of patients and controls. We aimed to investigate the effects of the decrease in morbidity and mortality of β-thalassemia (β-thal) due to regular transfusions and chelation therapy on the QoL and mental health of patients. The β-TM patients have a comparatively worse QoL score than the normal population. Improving QoL should be the target of clinicians who are monitoring adolescent or young adult β-TM patients.",0,1,1,12
5,30686978,Dietary Long-Chain Omega-3 Fatty Acids Are Related to Impulse Control and Anterior Cingulate Function in Adolescents.,"Impulse control, an emergent function modulated by the prefrontal cortex (PFC), helps to dampen risky behaviors during adolescence. Influences on PFC maturation during this period may contribute to variations in impulse control. Availability of omega-3 fatty acids, an essential dietary nutrient integral to neuronal structure and function, may be one such influence. This study examined whether intake of energy-adjusted long-chain omega-3 fatty acids [eicosapentaenoic acid (EPA) + docosahexaenoic acid (DHA)] was related to variation in impulse control and PFC activity during performance of an inhibitory task in adolescents (n = 87; 51.7% female, mean age 13.3 ± 1.1 years) enrolled in a longitudinal neuroimaging study. Intake of DHA + EPA was assessed using a food frequency questionnaire and adjusted for total energy intake. Inhibitory control was assessed using caregiver rating scale (BRIEF Inhibit subscale) and task performance (false alarm rate) on a Go/No-Go task performed during functional MRI. Reported intake of long-chain omega-3 was positively associated with caregiver ratings of adolescent ability to control impulses (p = 0.017) and there was a trend for an association between intake and task-based impulse control (p = 0.072). Furthermore, a regression of BOLD response within PFC during successful impulse control (Correct No-Go versus Incorrect No-Go) with energy-adjusted DHA + EPA intake revealed that adolescents reporting lower intakes display greater activation in the dorsal anterior cingulate, potentially suggestive of a possible lag in cortical development. The present results suggest that dietary omega-3 fatty acids are related to development of both impulse control and function of the dorsal anterior cingulate gyrus in normative adolescent development. Insufficiency of dietary omega-3 fatty acids during this developmental period may be a factor which hinders development of behavioral control.",1,0,1,13
4,30684330,[The role of family and school in the development of primary headaches in adolescents].,"The aim: To study the level of school anxiety, role of family relationships and their importance in the development of primary headache in adolescents. Materials and methods: The study of the level of school anxiety in adolescents was carried out according to the method of diagnosing the level of school anxiety by Phillips; the level of psychosocial stress and emotional and social support in the adolescents - to the questionnaire Interaction parents-child (I. M. Markovskaya). Results: The increased level of school anxiety was most pronounced in adolescents with episodic primary headache. With an increase in the frequency of headache episodes, a low physiological stress resistance was observed more often (r=+0,45, <0.05). Adolescents with a primary headache noted high demanding mom and increased severity of the measures that were applied to them. Adolescents with episodic primary headache, in contrast to the control group, indicated a mother's strict control (17,9 ± 2,4 and 15,1 ± 2,2 points, respectively, <0,05). Adolescents with chronic primary headache noted emotional distances, lack of cooperation, low degree of satisfaction with their relationship with their mother and father (<0,05). Conclusions: Lack of basic security extends the individual significance of stress events for adolescents with primary headache and affects the formation of inadequate and limited pain coping strategies.",1,0,1,14
64,31452828,"[Knowledge, attitudes and practices of parents on vaccination against polio in Abeche-Tchad].","in Chad, transmission of poliovirus has been interrupted in 2000, but imports from Nigeria and weakness of vaccination coverage are a major risk of disease reactivation. This study aims to investigate knowledge, attitudes and practices of parents of children aged 0 to 5 years on vaccination against polio in Chad. this cross-sectional study was carried out in the six districts of Abéché. Only households who had children under 5 years of age were included. Data were collected through interviews with parents and guardians of eligible children using a tested and validated questionnaire. we interviewed 210 households. No family had a vaccination record notebook of their children. However, 97% reported vaccinated children who had participated in mass vaccination campaigns. About 97% were aware of poliomyelitis disease and 98% knew vaccination campaign. The most cited channels of information were radio (98%) and vaccinators (72%). Only 3% of parents reported refusing vaccination. There was an association between the negative influence of the relatives and the non-vaccination of children (p = 0.005). disease and vaccine knowledge is good in Chad despite the existence of rumours about, in particular, vaccine effects. The lack of immunization cards limited the analysis of survey results which were only declarative with a very high declared vaccination rate. Immunization cards are essential for eradication in association with prevention policy.",0,1,1,15
25,30766762,Feasibility of Mindfulness-Based Stress Reduction for Older Adolescents and Young Adults with Poorly Controlled Type 1 Diabetes.,"The purpose of the study was to assess the acceptability and feasibility of Mindfulness-Based Stress Reduction (MBSR), a group-delivered intervention, to reduce stress and improve illness management among urban, older adolescents and young adults with poorly controlled type 1 diabetes (T1D). Ten older adolescents and young adults (9 females, 1 male) were recruited to participate in an MBSR group. Acceptability and feasibility were assessed based on recruitment and retention, treatment satisfaction and changes in stress, diabetes management and health status using a mixed-methods approach. Satisfaction with MBSR was high based on both quantitative and qualitative data. Preliminary evidence was found to suggest that MBSR reduced stress and improved blood glucose levels. Findings from a small feasibility study suggest that MBSR could be delivered to urban older adolescents and young adults with T1D with high rates of satisfaction. Additional testing in adequately powered controlled clinical trials appears warranted.",0,1,1,16
36,30815424,"Cardiovascular risk factors of hypertension, smoking and obesity: Emerging concerns among Pathan and Persian young adults?","Background: Hypertension was considered as a disease of the elderly but due to unhealthy dietary and lifestyle changes its incidence has increased in younger population. Smoking and obesity are emerging concerns the world is facing globally in younger age groups. This study is therefore aimed to identify these cardiovascular risk factors among Pathan and Persian young adults. Methods: It was a cross-sectional study carried out at multiple undergraduate, postgraduate educational institutes and hospitals using non-probability convenient sampling among young adults aged between 15 to 40 years for a period of six months from Apr 1st, 2017 to Sep 30th, 2017. Mean±SD was calculated for continuous variables and categorical variables were expressed as frequencies. Chi-square test and Fisher exact test were used for statistical analysis. Results: A total of 708 subjects were included. Mean±SD age was 26.12±3.7 years. Out of 708, 300(42.37%) were smokers with 209 (29.52%) active and 91 (12.85%) passive smokers. Among smokers, 216 (30.5%) were males while 84 (11.87%) were females. A total of 432 (61.02%) subjects were not doing any exercise, and 636 (89.83%) were consuming junk food. A total of 165 (23.3%) subjects were overweight, and 15 (2.1%) were obese. Stage-1 hypertension was present in 72 (10.2%), while 16 (2.25%) subjects had stage-2 hypertension. Conclusion: There is an increased prevalence of cardiovascular risk factors which includes hypertension, smoking, and obesity among Pathan and Persian young adults.",0,1,1,17
35,30815414,"Evaluating fear of hypoglycemia, pediatric parenting stress, and self-efficacy among parents of children with type 1 diabetes and their correlation with glycemic control.","Background: This study was designed to determine the level of fear of hypoglycemia (FoH), pediatric parenting stress and selfefficacy in parents of children with type 1 diabetes (T1D). Methods: In this cross-sectional study, 61 families of children with T1D who had been diagnosed for at least 6 months recruited from Gabric Diabetes Education Association in Tehran. Sixty mothers and 41 fathers of 61 children (26 girls, age: 6.0-12.7 years) were assessed using the Hypoglycemia Fear Survey-Parent (HFS-P), Pediatric Inventory for Parents (PIP) and Self-Efficacy for Diabetes Scale-Parent (SED-P) questionnaires. Pearson correlation analysis was used to compute the correlation between HFS-P, PIP and SEDP scores separately for mother and fathers. Results: Only 8.3% of children had controlled diabetes. Internal reliability of the Persian version of all questionnaires was good. FoH were higher for mothers. Mothers whose children had diabetes for less than two years had significantly lower mean HFS-Behavior subscale (HFS-B) scores than mothers whose children had diabetes for more than two years. There was a positive correlation between fathers' mean HFS-B score and children's total insulin dose per day. Parents' FoH score was positively correlated with increased pediatric parenting stress. Findings also showed considerable emotional distress in 51% of mothers and 29.7% of fathers. Frequency of selfmonitoring blood glucose tests (SMBG) correlated negatively with HbA1c. Conclusion: We concluded that parents with high levels of FoH and stress may benefit from diabetes education. Important implications for education are considering psychological adjustment, recognizing diabetes-related fear and stress in parents, encouraging fathers to become actively involved in the child's diabetes management and emphasizing the importance of SMBG.",1,0,1,18
59,31304311,Using photoplethysmography data to estimate heart rate variability and its association with organ dysfunction in pediatric oncology patients.,"Pediatric oncology patients are at high risk of developing clinical deterioration and organ dysfunction during their illness. Heart rate variability (HRV) measured using electrocardiography waveforms is associated with increased organ dysfunction and clinical deterioration in adult and pediatric patients in the intensive care unit (ICU). Here, we explore the feasibility of using photoplethysmography (PPG)-derived integer pulse rate variability (PRVi) to estimate HRV and determine its association with organ dysfunction in pediatric oncology patients in the ward and pediatric ICU. The advantage of using PPG sensor data over electrocardiography is its higher availability in most healthcare settings and in wearable technology. In a cohort of 38 patients, reduced median daily PRVi was significantly associated with increase in two pediatric organ dysfunction scores after adjusting for confounders (p < 0.001). PRVi shows promise as a real-time physiologic marker of clinical deterioration using highly-available PPG data, but further research is warranted.",1,0,1,19
22,30725003,[Pediatric clinical experience in infectious endocarditis due to Candida spp].,"Treatment and outcome of Candida spp infectious endocarditis in children it most be based on treatment guidelines, however there are some controversies. To describe our experience on treatment of pediatric candidal infective endocarditis. Analytic prospective study, from January 2006 to December 2017. Parametric analysis for quantitative variable. Proportions were compared by χ2 and exact Fisher Test CI 95%. Mortality rate. 25 episodes of Candida spp infective endocarditis were treated with standard antifungal drugs. Mortality rate was higher on patients submited to endocardic vegetation resection (66.7%) RR= 3.16, (χ2 p = 0.029), children with lymphohemophagocytic syndrome (LHFS) (50 %) RR= 1.18 (χ2 = N.S.), in multidrug resistant bacterial co infection (57.14%), RR = 2, (χ2 = NS) also thrombotic endocarditis (88.9%) RR= 4.74 (χ2 p = 0.004). Multidrug resistant bacteria co infection with Candida sp IE, LHFS, and/or surgical treatment of endocardic vegetation, might be considered as bad prognostic factors.",1,0,1,20
