record_id,pmid,title,abstract,included_c,included_w,included,asreview_ranking
2,30675169,Establishment and Identification of a CiPSC Lineage Reprogrammed from FSP-tdTomato Mouse Embryonic Fibroblasts (MEFs).,"Safety issues associated with transcription factors or viruses may be avoided with the use of chemically induced pluripotent stem cells (CiPSCs), thus promoting their clinical application. Previously, we had successfully developed and standardized an induction method using small-molecule compound, with simple operation, uniform induction conditions, and clear constituents. In order to verify that the CiPSCs were indeed reprogrammed from mouse embryonic fibroblasts (MEFs), and further explore the underlying mechanisms, FSP-tdTomato mice were used to construct a fluorescent protein-tracking system of MEFs, for revealing the process of CiPSC reprogramming. CiPSCs were identified by morphological analysis, mRNA, and protein expression of pluripotency genes, as well as teratoma formation experiments. Results showed that after 40-day treatment of tdTomato-MEFs with small-molecule compounds, the cells were presented with prominent nucleoli, high core-to-cytoplasmic ratio, round shape, group and mass arrangement, and high expression of pluripotency gene. These cells could differentiate into three germ layer tissues in vivo. As indicated by the above results, tdTomato-MEFs could be reprogrammed into CiPSCs, a lineage that possesses pluripotency similar to mouse embryonic stem cells (mESCs), with the use of small-molecule compounds. The establishment of CiPSC lineage, tracked by fluorescent protein, would benefit further studies exploring its underlying mechanisms. With continuous expression of fluorescent proteins during cellular differentiation, this cell lineage could be used for tracking CiPSC transplantation and differentiation into functional cells.",1,0,1,11
15,30687649,Eosinophil-Associated Innate IL-17 Response Promotes Aspergillus fumigatus Lung Pathology.,"Aspergillus fumigatus is a common widespread microorganism with environmental, biological and clinical relevance. After inhalation, swollen conidia can germinate, colonize and invade pulmonary tissues. Eosinophils have been described as key cells in A. fumigatus lung infection. However, their specific role in protecting or damaging lung tissue as well as their relatioship among different A. fumigatus strains is poorly understood. Previously, it has been reported that eosinophils are able to produce IL-17 and mediate an innate response that protected mice from infection using Af293 and CEA10 strains. Here, we have developed a set of new experiments with the CEA17-derived A1163 strain of A. fumigatus. Using ΔdblGATA1 mice, we demonstrate that eosinophils produce IL-17 and are involved in control of neutrophil, macrophage and lymphocyte recruitment. We found that eosinophils also induce high levels of cytokines and chemokines, generating an intense inflammatory process. Eosinophils are responsible for increased pulmonary dysfunction and elevated lethality rates in mice. Curiously, fungal burden was not affected. To address the role of IL-17 signaling, pharmacological inhibition of this mediator in the airways with anti-IL-17 antibody was able to reduce inflammation in the airways and protect infected mice. In conclusion, our results demonstrate that eosinophils control IL-17-mediated response and contribute to lung pathology after A. fumigatus infection. Therefore, eosinophils may represent a potential target for controlling exacerbated inflammation and prevent tissue damage during this fungal infection.",0,1,1,12
35,30745874,Treatment With Naringenin Elevates the Activity of Transcription Factor Nrf2 to Protect Pancreatic β-Cells From Streptozotocin-Induced Diabetes in vitro and in vivo.,"Chronic hyperglycemia and unusually high oxidative stress are the key contributors for diabetes in humans. Since nuclear factor E2-related factor 2 (Nrf2) controls the expression of antioxidant- and detoxification genes, it is hypothesized that targeted activation of Nrf2 using phytochemicals is likely to protect pancreatic β-cells, from oxidative damage, thereby mitigates the complications of diabetes. Naringenin is one such activator of Nrf2. However, it is currently not known whether the protective effect of naringenin against streptozotocin (STZ) induced damage is mediated by Nrf2 activation. Hence, the potential of naringenin to activate Nrf2 and protect pancreatic β-cells from STZ-induced damage in MIN6 cells is studied. In MIN6 cells, naringenin could activate Nrf2 and its target genes GST and NQO1, thereby inhibit cellular apoptosis. In animals, administration of 50 mg/kg body weight naringenin, for 45 days, significantly decreased STZ-induced blood glucose levels, normalized the lipid profile, and augmented the levels of antioxidants in pancreatic tissues. Immunohistochemical analysis measuring the number of insulin-positive cells in pancreas showed restoration of insulin expression similar to control animals. Furthermore, naringenin promoted glycolysis while inhibiting gluconeogenesis. In conclusion, naringenin could be a good anti-diabetic agent, which works by promoting Nrf2 levels and by decreasing cellular oxidative stress.",0,1,1,13
12,30687454,"The Endothelin Receptor Antagonist Macitentan Improves Isosorbide-5-Mononitrate (ISMN) and Isosorbide Dinitrate (ISDN) Induced Endothelial Dysfunction, Oxidative Stress, and Vascular Inflammation.","Organic nitrates such as isosorbide-5-mononitrate (ISMN) and isosorbide dinitrate (ISDN) are used for the treatment of patients with chronic symptomatic stable coronary artery disease and chronic congestive heart failure. Limiting side effects of these nitrovasodilators include nitrate tolerance and/or endothelial dysfunction mediated by oxidative stress. Here, we tested the therapeutic effects of the dual endothelin (ET) receptor antagonist macitentan in ISMN- and ISDN-treated animals. Organic nitrates (ISMN, ISDN, and nitroglycerin (GTN)) augmented the oxidative burst and interleukin-6 release in cultured macrophages, whereas macitentan decreased the oxidative burst in isolated human leukocytes. Male C57BL/6j mice were treated with ISMN (75 mg/kg/d) or ISDN (25 mg/kg/d) via s.c. infusion for 7 days and some mice in addition with 30 mg/kg/d of macitentan (gavage, once daily). ISMN and ISDN in vivo therapy caused endothelial dysfunction but no nitrate (or cross-)tolerance to the organic nitrates, respectively. ISMN/ISDN increased blood nitrosative stress, vascular/cardiac oxidative stress via NOX-2 (fluorescence and chemiluminescence methods), ET1 expression, ET receptor signaling, and markers of inflammation (protein and mRNA level). ET receptor signaling blockade by macitentan normalized endothelial function, vascular/cardiac oxidative stress, and inflammatory phenotype in both nitrate therapy groups. ISMN/ISDN treatment caused activation of the NOX-2/ET receptor signaling axis leading to increased vascular oxidative stress and inflammation as well as endothelial dysfunction. Our study demonstrates for the first time that blockade of ET receptor signaling by the dual endothelin receptor blocker macitentan improves adverse side effects of the organic nitrates ISMN and ISDN.",1,0,1,14
43,31949646,TGF-β1/Smad3 signaling promotes collagen synthesis in pulmonary artery smooth muscle by down-regulating miR-29b.,"Deposition of fibronectin and collagen in the extracellular matrix (ECM) and the proliferation, migration, and hypertrophy of vascular smooth muscle cells (VSMCs) result in pulmonary arterial (PA) hypertrophy and muscularization, leading to increased pulmonary vascular resistance in pulmonary arterial hypertension (PAH). MicroRNA29 (miR-29) is reported to be associated with diseases such as liver fibrosis, renal fibrosis, pulmonary fibrosis, and cardiac fibrosis in which collagen synthesis plays an important role. Due to the possible link between PAH and collagen, in this study, we examined the role and therapeutic potential of miR-29b in vitro and in a rat model of pulmonary hypertension induced by monocrotaline (MCT). Results revealed that miR-29b treatment PAH rats showed a lower level of collagen synthesis. Furthermore, in pulmonary arterial smooth muscle cells (PASMCs), TGFβ1/Smad3 signaling negatively regulated the expression of miR-29b, and miR-29b suppressed collagen synthesis by directly targeting collagen I and blocking PI3K/AKT signaling. In addition, TGF-β1/Smad3 signaling promoted collagen synthesis in PASMCs by down-regulating miR-29b. Interestingly, Smad3 decreased the expression of miR-29b by interacting with its promotor. In conclusion, our results revealed that miR-29b plays an important role in collagen synthesis and may be a therapeutic target for PAH when regulated by the TGF-β1/Smad3 pathway.",0,1,1,15
31,30723413,A Metabolomics Approach to Investigate Kukoamine B-A Potent Natural Product With Anti-diabetic Properties.,"Due to the surge in type 2 diabetes mellitus (T2DM), treatments for chronic metabolic dysregulations with fewer side-effects are sought. Lycii Cortex (LyC), a traditional Chinese Medicine (TCM) herb has a long history of being widely prescribed to treat T2DM as alternative medicine; however, the bioactive molecules and working mechanism remained unknown. Previous studies revealed kukoamine B (KB) as a major and featured compound for LyC with bioactivities for anti-oxidation and acute inflammation, which may be related to anti-diabetes properties. This study aims to understand the efficacy and the mode of action of KB in the diabetic (db/db) mouse model using a metabolomics approach. Parallel comparison was conducted using the first-line anti-diabetic drugs, metformin and rosligtazone, as positive controls. The db/db mice were treated with KB (50 mg kg-1 day-1) for 9 weeks. Bodyweight and fasting blood glucose were monitored every 5 and 7 days, respectively. Metabolomics and high-throughput molecular approaches, including lipidomics, targeted metabolomics (Biocrates p180), and cytokine profiling were applied to measure the alteration of serum metabolites and inflammatory biomarkers between different treatments vs. control (db/db mice treated with vehicle). After 9 weeks of treatment, KB lowered blood glucose, without the adverse effects of bodyweight gain and hepatomegaly shown after rosiglitazone treatment. Lipidomics analysis revealed that KB reduced levels of circulating triglycerides, cholesterol, phosphatidylethanolamine, and increased levels of phosphatidylcholines. KB also increased acylcarnitines, and reduced systemic inflammation (cytokine array). Pathway analysis suggested that KB may regulate nuclear transcription factors (e.g., NF-κB and/or PPAR) to reduce inflammation and facilitate a shift toward metabolic and inflammatory homeostasis. Comparison of KB with first-line drugs suggests that rosiglitazone may over-regulate lipid metabolism and anti-inflammatory responses, which may be associated with adverse side effects, while metformin had less impact on lipid and anti-inflammation profiles. Our research from holistic and systemic views supports the conclusion that KB is the bioactive compound of LyC for managing T2DM, and suggests KB as a nutraceutical or a pharmaceutical candidate for T2D treatment. In addition, our research provides insights related to metformin and rosiglitazone action, beyond lowering blood glucose.",1,0,1,16
44,31949651,miR-148a-3p exhaustion inhibits necrosis by regulating PTEN in acute pancreatitis.,"Acute pancreatitis (AP) is a necro-inflammatory disorder with high mortality rate. With advances in understanding the pathogenesis of AP, microRNAs (miRNAs) have been reported to play an essential role in AP progression. However, the mechanism that allows miR-148a-3p to regulate necrosis in AP remains unclear. Caerulein treatment was used to induce AP in mice or cells. miR-148a-3p-/- mice or miR-148a-3p inhibition in wild type mice were used to investigate the effect of miR-148a-3p on AP. The expression of miR-148a-3p was detected by quantitative real-time polymerase chain reaction (qRT-PCR). The abundances of phosphatase and tensin homolog (PTEN) and hallmarks of necrosis or apoptosis were measured by qRT-PCR or western blots (WB). Cell necrosis, apoptosis, serum amylase or lipase activity and inflammatory cytokines levels were investigated by commercial assay kit. Inflammatory infiltration was analyzed by immunohistochemistry (IHC). The interaction between miR-148a-3p and PTEN was probed by luciferase activity. miR-148a-3p was highly expressed in AP and knockout of miR-148a-3p inhibited water content, cell necrosis, amylase and lipase activity while inducing PTEN expression. Moreover, miR-148a-3p deletion attenuated inflammatory infiltration and necrosis by promoting apoptosis. In addition, miR-148a-3p knockdown protected against cell necrosis, amylase, and lipase activity in AP. Intriguingly, PTEN was a target of miR-148a-3p and interference of PTEN reversed the effect of miR-148a-3p deficiency on AP in vitro. miR-148a-3p inhibition repressed necrosis by regulating PTEN expression in AP, providing a novel biomarker of therapeutics for AP treatment.",1,0,1,17
36,30761008,Integration of Metabolomics and Transcriptomics Reveals the Therapeutic Mechanism Underlying Paeoniflorin for the Treatment of Allergic Asthma.,"Objectives: Asthma is a chronic airway inflammatory disease, which is characterized by airway remodeling, hyperreactivity and shortness of breath. Paeoniflorin is one of the major active ingredients in Chinese peony, which exerts anti-inflammatory and immune-regulatory effects in multiple diseases. However, it remains unclear whether paeoniflorin treatment can suppress allergic asthma. Methods: In this study, we evaluated the effect of paeoniflorin on lung function and airway inflammation in asthmatic mice. These asthmatic Balb/c mice were first sensitized and constructed through ovalbumin (OVA) motivation. Subsequently, we determined the mechanism of action of paeoniflorin in treating allergic asthma through integrated transcriptomic and metabolomic data sets. Results: Our results demonstrated that many genes and metabolites were regulated in the paeoniflorin-treated mice. Moreover, the potential target proteins of paeoniflorin played important roles in fatty acid metabolism, inflammatory response, oxidative stress and local adhesion. Conclusion: Paeoniflorin has a beneficial effect on asthma, which may be achieved through regulating fatty acid metabolism, inflammatory response and the adhesion pathway at system level.",1,0,1,18
1,30671473,LincRNA-p21 Inhibits Cell Viability and Promotes Cell Apoptosis in Parkinson's Disease through Activating α-Synuclein Expression.,"Long intergenic noncoding RNA-p21 (lincRNA-p21) has been reported to be increased in Parkinson's disease (PD). However, the function and underlying mechanisms of lincRNA-p21 remain not clear. In order to explore the role of lincRNA-p21 in PD, we used 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) to induce in vivo PD model (C57BL/6 mice) and utilized N-methyl-4-phenylpyridinium (MPP+) to create in vitro PD model (SH-SY5Y cells). Results showed that the expression level of lincRNA-p21 was increased significantly in PD models. High abundance of lincRNA-p21 inhibited viability and promoted apoptosis markedly in SH-SY5Y cells treated with MPP+. Mechanistically, further experiments demonstrated that upregulation of lincRNA-p21 could sponge miR-1277-5p and indirectly increase the expression of α-synuclein to suppress viability and activate apoptosis in SH-SY5Y cells. In short, our study illustrated that lincRNA-p21/miR-1277-5p axis regulated viability and apoptosis in SH-SY5Y cells treated with MPP+ via targeting α-synuclein. LincRNA-p21 might be a novel target for PD.",0,1,1,19
7,30687016,Idebenone Alleviates Neuroinflammation and Modulates Microglial Polarization in LPS-Stimulated BV2 Cells and MPTP-Induced Parkinson's Disease Mice.,"Background: Idebenone is an antioxidant and a coenzyme Q10 analog that has been used to treat neurodegeneration disease. Some studies show idebenone exerts anti-inflammatory effects. However, whether idebenone can be used to reduce the neuroinflammation in Parkinson's disease (PD) has been little studied. Methods: The study investigated the potential anti-inflammatory effects of idebenone in vitro and in vivo, using cell models of Lipopolysaccharide (LPS)-simulated BV2 cells and animal models of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced PD with or without idebenone. To verify how idebenone exerts its effects on the BV2 cell activation and PD model, we performed the mechanistic studies in vitro and in vivo. Results: In vitro study showed that pretreatment with idebenone could attenuate the production of pro-inflammatory factors in LPS-stimulated BV2 cells and promoted a phenotypic switch from the M1 state to the M2 state. Mechanistically, idebenone reduced the activation of the MAPK and NF-κB signaling pathway upon LPS stimulation. Furthermore, in vivo experiments confirmed that pretreatment with idebenone could ameliorate MPTP-induced neurodegeneration and modulate microglia phenotypes through inhibition of the MAPK and NF-κB signaling pathway in the SN. Conclusion: These results suggest that idebenone ameliorates the neurological deficits related to PD and this effect is partly mediated by inhibiting the neuroinflammation and modulating microglia phenotypes.",0,1,1,20
23,30697364,Profiling of Argonaute-2-loaded microRNAs in a mouse model of frontotemporal dementia with parkinsonism-17.,"Tauopathies are a group of neurodegenerative diseases characterized by the pathological aggregation of the microtubule-associated protein tau. These include more than 20 diseases, with Alzheimer's disease being the most frequent. While pathological and neurotoxic effects of tau are well documented, the mechanisms by which tau can promote neurodegeneration are less clear. Increasing evidence suggests a functional role for microRNAs in the pathogenesis of tauopathies, with altered expression and function of microRNAs in experimental models and patient brain. To determine whether a pathological expression of tau leads to altered microRNA expression, we investigated a mouse model (VLW), which overexpresses tau carrying three mutations identified in patients suffering from frontotemporal dementia with parkinsonism-17. Argonaute-2-bound microRNAs were co-immunoprecipitated using hippocampal tissue to identify active microRNAs within the model and quantified using a genome-wide high-throughput qPCR-based microRNA platform. While similar numbers of microRNAs are present between wild-type and VLW mice, a prominent increase in Argonaute-2-bound levels of microRNAs could be observed in VLW mice. This included microRNA-134, microRNA-99a and microRNA-101. Subsequent experiments revealed this increase in Argonaute-2 loading of microRNAs to correlate with increased microRNA expression. Our in vivo study suggests that a pathological tau overexpression may lead to an increase in active microRNAs, possibly contributing to dysregulation of gene expression and tau-induced pathology.",0,1,1,21
20,30692927,Deficiency of Soluble Epoxide Hydrolase Protects Cardiac Function Impaired by LPS-Induced Acute Inflammation.,"Lipopolysaccharide (LPS) is a bacterial wall endotoxin producing many pathophysiological conditions including myocardial inflammation leading to cardiotoxicity. Linoleic acid (18:2n6, LA) is an essential n-6 PUFA which is converted to arachidonic acid (20:4n6, AA) by desaturation and elongation via enzyme systems within the body. Biological transformation of PUFA through CYP-mediated hydroxylation, epoxidation, and allylic oxidation produces lipid mediators, which may be subsequently hydrolyzed to corresponding diol metabolites by soluble epoxide hydrolase (sEH). In the current study, we investigate whether inhibition of sEH, which alters the PUFA metabolite profile, can influence LPS induced cardiotoxicity and mitochondrial function. Our data demonstrate that deletion of soluble epoxide hydrolase provides protective effects against LPS-induced cardiotoxicity by maintaining mitochondrial function. There was a marked alteration in the cardiac metabolite profile with notable increases in sEH-derived vicinal diols, 9,10- and 12,13-dihydroxyoctadecenoic acid (DiHOME) in WT hearts following LPS administration, which was absent in sEH null mice. We found that DiHOMEs triggered pronounced mitochondrial structural abnormalities, which also contributed to the development of extensive mitochondrial dysfunction in cardiac cells. Accumulation of DiHOMEs may represent an intermediate mechanism through which LPS-induced acute inflammation triggers deleterious alterations in the myocardium in vivo and cardiac cells in vitro. This study reveals novel research exploring the contribution of DiHOMEs in the progression of adverse inflammatory responses toward cardiac function in vitro and in vivo.",1,0,1,22
11,30687331,Treatment Effects of the Second-Generation Tyrosine Kinase Inhibitor Dasatinib on Autoimmune Arthritis.,"Rheumatoid arthritis (RA) is a multifactorial autoimmune disease that primarily manifests as persistent synovitis and progressive joint destruction. Imatinib exhibited a therapeutic effect in murine collagen-induced arthritis (CIA) via selective inhibition tyrosine kinases. The second-generation tyrosine kinase inhibitor dasatinib exhibits more durable hematological and cytogenetic effects and more potency compared to imatinib. However, the effect of dasatinib on CIA is poorly understood. The present study investigated the treatment effect of dasatinib on autoimmune arthritis. We demonstrated that dasatinib alleviated arthritis symptoms and histopathological destruction in CIA mice. Dasatinib treatment inhibited the production of proinflammatory cytokines including IL-1β, TNF-α, and IL-6, and promoted the production of the anti-inflammatory cytokine IL-10. Dasatinib treatment also suppressed the expression of anti-mouse CII antibodies including total IgG, IgG1, IgG2, and IgG2b, in CIA mice. We further demonstrated that dasatinib inhibited the migration and proliferation of fibroblast-like synoviocytes (FLS) from RA patients and promoted FLS apoptosis. The mRNA expression of MMP13, VEGF, FGF, and DKK1 was down-regulated in FLS treated with dasatinib. Our findings suggest that dasatinib exhibited treatment effects on CIA mice and that FLS are an important target cell of dasatinib treatment in autoimmune arthritis.",1,0,1,23
37,30763491,[The prospective of using plant polyphenols as functional food ingredients].,"In this review we briefly discuss the publications dedicated to experimental evaluation of hypoglycemic, hypolipidemic and antioxidant properties of different plant polyphenols. The stages of preclinical studies of their efficacy are presented: in silico studies with molecular docking methods and in vivo studies with the use of genetic and medicamental models of type 2 diabetes. The results of own studies present the substantiation of prospects of using the plant polyphenol extracts as functional food ingredients for diet therapy and treatment of patients with type 2 diabetes. It was shown using genetic fatty Zucker rats model that extract consumption led to lower blood glucose level, had beneficial effect on glucose sensitivity and also improved the reaction of insulin-sensitive tissues on exogenous injection of glucose and insulin. Hypoglycemic and hypolipidemic properties of bilberry leaves extract were characterized on male Wistar rats model of carbohydrate metabolism disorder (streptozotocin injection accompanied with consumption of 10% fructose solution). The results of previous studies showed the beneficial effects of bilberry leaves extract on carbohydrate metabolism and determined the task to enhance the efficacy of developed polyphenol ingredient by the way of sorption on protein food matrix - brown buckwheat flour. Thus, a brief review of presented in this article results of foreign and domestic experimental studies shows the prospect of using the individual plant polyphenols and polyphenol plant extracts as phytonutrients for diet therapy and treatment of diseases associated with disorders of carbohydrate and lipid metabolism.",0,1,1,24
34,30740090,"Anti-arrhythmic Cardiac Phenotype Elicited by Chronic Intermittent Hypoxia Is Associated With Alterations in Connexin-43 Expression, Phosphorylation, and Distribution.","Remodeling of the cellular distribution of gap junctions formed mainly by connexin-43 (Cx43) can be related to the increased incidence of cardiac arrhythmias. It has been shown that adaptation to chronic intermittent hypobaric hypoxia (IHH) attenuates the incidence and severity of ischemic and reperfusion ventricular arrhythmias and increases the proportion of anti-arrhythmic n-3 polyunsaturated fatty acids (n-3 PUFA) in heart phospholipids. Wistar rats were exposed to simulated IHH (7,000 m, 8-h/day, 35 exposures) and compared with normoxic controls (N). Cx43 expression, phosphorylation, localization and n-3 PUFA proportion were analyzed in left ventricular myocardium. Compared to N, IHH led to higher expression of total Cx43, its variant phosphorylated at Ser368 [p-Cx43(Ser368)], which maintains end to end communication, as well as p-Cx43(Ser364/365), which facilitates conductivity. By contrast, expression of non-phosphorylated Cx43 and p-Cx43(Ser278/289), attenuating intercellular communication, was lower in IHH than in N. IHH also resulted in increased expression of protein kinase A and protein kinase G while casein kinase 1 did not change compared to N. In IHH group, which exhibited reduced incidence of ischemic ventricular arrhythmias, Cx43 and p-Cx43(Ser368) were more abundant at end to end gap junctions than in N group and this difference was preserved after acute regional ischemia (10 min). We further confirmed higher n-3 PUFA proportion in heart phospholipids after adaptation to IHH, which was even further increased by ischemia. Our results suggest that adaptation to IHH alters expression, phosphorylation and distribution of Cx43 as well as cardioprotective n-3PUFA proportion suggesting that the anti-arrhythmic phenotype elicited by IHH can be at least partly related to the stabilization of the end to end conductivity between cardiomyocytes during brief ischemia.",1,0,1,25
27,30705620,Fragile-X Syndrome Is Associated With NMDA Receptor Hypofunction and Reduced Dendritic Complexity in Mature Dentate Granule Cells.,"Fragile X syndrome (FXS) is the most common form of inherited intellectual disability. It is caused by the overexpansion of cytosine-guanine-guanine (CGG) trinucleotide in Fmr1 gene, resulting in complete loss of the fragile X mental retardation protein (FMRP). Previous studies using Fmr1 knockout (Fmr1 KO) mice have suggested that a N-methyl-D-aspartate receptors (NMDAR) hypofunction in the hippocampal dentate gyrus may partly contribute to cognitive impairments in FXS. Since activation of NMDAR plays an important role in dendritic arborization during neuronal development, we examined whether deficits in NMDAR function are associated with alterations in dendritic complexity in the hippocampal dentate region. The dentate granule cell layer (GCL) presents active postnatal neurogenesis, and consists of a heterogenous neuronal population with gradient ages from the superficial to its deep layer. Here, we show that neurons with multiple primary dendrites that reside in the outer GCL of Fmr1 KO mice display significantly smaller NMDAR excitatory post-synaptic currents (EPSCs) and a higher α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA) to NMDA ratio in comparison to their wild-type counterparts. These deficits were associated with a significant decrease in dendritic complexity, with both dendritic length and number of intersections being significantly reduced. In contrast, although neurons with a single primary dendrite resided in the inner GCL of Fmr1 KO mice had a trend toward a reduction in NMDAR EPSCs and a higher AMPA/NMDA ratio, no alterations were found in dendritic complexity at this developmental stage. Our data indicate that the loss of FMRP causes NMDAR deficits and reduced dendritic complexity in granule neurons with multiple primary dendrites which are thought to be more mature in the GCL.",1,0,1,26
16,30687711,Effect of Hypoproteic and High-Fat Diets on Hippocampal Blood-Brain Barrier Permeability and Oxidative Stress.,"Worldwide, millions of people are exposed to dietary imbalance that impacts in health and quality of life. In developing countries, like in Brazil, in poor settings, dietary habits, traditionally hypoproteic, are changing rapidly to western-type high-fat foods. These rapidly changing dietary habits are imposing new challenges to human health and there are many questions in the field that remain to be answered. Accordingly, we currently do not know if chronic consumption of hypoproteic (regional basic diet, RBD) or high-fat diets (HFD) may impact the brain physiology, contributing to blood-brain barrier (BBB) dysfunction and neuroinflammatory events. To address this issue, mice were challenged by breastfeeding from dams receiving standard, RBD or HFD from suckling day 10 until weaning. Immediately after weaning, mice continued under the same diets until post-natal day 52. Herein, we show that both RBD and HFD cause not only a peripheral but also a consistent central neuroinflammatory response, characterized by an increased production of Reactive Oxygen Species (ROS) and pro-inflammatory cytokines. Additionally, BBB hyperpermeability, accounted by an increase in hippocampal albumin content, a decrease in claudin-5 protein levels and collagen IV immunostaining, was also observed together with an upregulation of vascular cell adhesion molecule 1 (VCAM-1). Interestingly, we also identified a significant astrogliosis, manifested by upregulation of GFAP and S100β levels and an intensification of arbor complexity of these glial cells. In sum, our data show that dietary imbalance, related with hypoproteic or high-fat content, impairs BBB properties potentially favoring the transmigration of peripheral immune cells and induces both a peripheral and central neuroinflammatory status. Noteworthy, neuroinflammatory events in the hippocampus may cause neuronal malfunction leading to cognitive deficits and long-term persistence of this phenomenon may contribute to age-related neurodegenerative diseases.",1,0,1,27
9,30687032,Experience-Dependent Effects of Muscimol-Induced Hippocampal Excitation on Mnemonic Discrimination.,"Memory requires similar episodes with overlapping features to be represented distinctly, a process that is disrupted in many clinical conditions as well as normal aging. Data from humans have linked this ability to activity in hippocampal CA3 and dentate gyrus (DG). While animal models have shown the perirhinal cortex is critical for disambiguating similar stimuli, hippocampal activity has not been causally linked to discrimination abilities. The goal of the current study was to determine how disrupting CA3/DG activity would impact performance on a rodent mnemonic discrimination task. Rats were surgically implanted with bilateral guide cannulae targeting dorsal CA3/DG. In Experiment 1, the effect of intra-hippocampal muscimol on target-lure discrimination was assessed within subjects in randomized blocks. Muscimol initially impaired discrimination across all levels of target-lure similarity, but performance improved on subsequent test blocks irrespective of stimulus similarity and infusion condition. To clarify these results, Experiment 2 examined whether prior experience with objects influenced the effect of muscimol on target-lure discrimination. Rats that received vehicle infusions in a first test block, followed by muscimol in a second block, did not show discrimination impairments for target-lure pairs of any similarity. In contrast, rats that received muscimol infusions in the first test block were impaired across all levels of target-lure similarity. Following discrimination tests, rats from Experiment 2 were trained on a spatial alternation task. Muscimol infusions increased the number of spatial errors made, relative to vehicle infusions, confirming that muscimol remained effective in disrupting behavioral performance. At the conclusion of behavioral experiments, fluorescence in situ hybridization for the immediate-early genes Arc and Homer1a was used to determine the proportion of neurons active following muscimol infusion. Contrary to expectations, muscimol increased neural activity in DG. An additional experiment was carried out to quantify neural activity in naïve rats that received an intra-hippocampal infusion of vehicle or muscimol. Results confirmed that muscimol led to DG excitation, likely through its actions on interneuron populations in hilar and molecular layers of DG and consequent disinhibition of principal cells. Taken together, our results suggest disruption of coordinated neural activity across the hippocampus impairs mnemonic discrimination when lure stimuli are novel.",1,0,1,28
0,30671128,A Novel Integrative Processing Technology for the Preparation of Rehmanniae Radix Slices.,"The traditional processing method for the slices preparation of Rehmanniae roots is time- and energy-consuming and is prone to result in loss of active components during twice water-treatment (once for wash and the other for softening) and drying steps. In this study, we firstly explored an integrative processing technique for Rehmanniae Radix by 2x3 factorial experiment based on the contents of catalpol and verbascoside as measured by HPLC. The potential differences between the traditional stepwise processing technique and the integrative processing technique for catalpol and verbascoside in the prepared slices were investigated. To further confirm the effectiveness of drugs using the integrative processing technique, some pharmacological variables, such as rectal temperature, hematologic parameters (RBC, HGB, HCT, and blood viscosity), and coagulation parameters (TT, APTT, PT and FIB), were detected in a blood-heat and hemorrhage syndrome rat model. Two-way ANOVA analysis showed that drying for 18 h at 50°C was considered as the best combination of process conditions. The mean catalpol and verbascoside contents in the integrative method-processed samples (4.30% and 0.33%, respectively) were higher than those in the traditional method-processed samples (2.61% and 0.21%, respectively). Significant increases in rectal temperature, and hematologic parameters, TT, APTT, and FIB, were observed in the model group rats, compared to the blank group animals (P<0.01). Both in the integrative groups and traditional groups, the extracts caused significant decreases in rectal temperature, RBC, HGB, and HCT with increased concentration compared to the model group animals. All coagulation parameters tested were shortened in model rats received two kind prepared slices. There were no significant therapeutic differences between the integrative and the traditional method-processed slices on the hemostasis and hemorheological parameters in this blood-heat and hemorrhage syndrome rat model, indicating that our integrative method may be a feasible technique for processing Rehmanniae Radix slices.",1,0,1,29
22,30697361,Erratum: Inhibition of nuclear factor kappa B pathway protects myocardial ischemia/reperfusion injury in rats under treatment with Fufang Munziq granule (Munziq).,"[This corrects the article on p. 77 in vol. 10, PMID: 29422995.].",1,0,0,30
38,30766488,Corrigendum: Seabuckthorn Pulp Oil Protects against Myocardial Ischemia-Reperfusion Injury in Rats through Activation of Akt/eNOS.,[This corrects the article DOI: 10.3389/fphar.2016.00155.].,1,0,0,31
3,30684346,General comparative anatomy of human and white rat digestive systems: a bibliographic analysis.,"Introduction: The gastrointestinal tract of humans has much in common with most species of laboratory animals, particularly at the level of microscopic study. White rats are widely used in the experiments to determine the influence of the environmental factors on the human. The aim: Study the general comparative anatomy of the digestive system of the human and the white rat through the bibliographic analysis of the publications. Materials and methods: Current scientific publications on the study of the human and the white rat gastrointestinal tract morphology were used as the material for the research by analyzing, synthesizing and generalizing the information obtained. Review and conclusions: Generally, the anatomical structure of the white rat digestive system is similar to the human one. Phylogenetically, the digestive systems of humans and rats are the homologous functional system that are much in common regarding the structure and functions of the organs, the significance of which is in the perception, mechanical and chemical (enzymatic) digestion and absorption of the nutrients into the body.",0,1,0,32
