pmid	title	abstract	included_c	included_w
30815080	Characterizing the Utilization of the Problem List for Pediatric Trauma Care.	The EHR problem list has the potential to support care coordination among the multidisciplinary care team that cares for pediatric trauma patients. To realize this potential, the need exists to ensure appropriate utilization by formulating acceptable usage and management policy. In this regard, understanding the prevailing utilization pattern is pivotal. To this end, we analyzed EHR in tandem with trauma registry data at a Level I pediatric trauma center. Almost all (97.8%) of the actions executed on the problem list were addition of items. Among the 517 patient encounters in the cohort, 263 (48.9%) encounters involving sicker patients had at least one problem list item added, mostly within the first 4 hours of arrival, while in the emergency department, and by providers in the service of record. This represents a foundation to build upon. Subsequent research will explore completeness, accuracy, and the impact of the utilization on patient outcomes.	0	1
30815152	A Comparison of Existing Methods to Detect Weight Data Errors in a Pediatric Academic Medical Center.	Dosing errors due to erroneous body weight entry can be mitigated through algorithms designed to detect anomalies in weight patterns. To prepare for the development of a new algorithm for weight-entry error detection, we compared methods for detecting weight anomalies to human annotation, including a regression-based method employed in a real-time web service. Using a random sample of 4,000 growth charts, annotators identified clinically important anomalies with good inter-rater reliability. Performance of the three detection algorithms was variable, with the best performance from the algorithm that takes into account weights collected after the anomaly was recorded. All methods were highly specific, but positive predictive value ranged from < 5% to over 82%. There were 203 records of missed errors, but all of these were either due to no prior data points or errors too small to be clinically significant. This analysis illustrates the need for better weight-entry error detection algorithms.	1	0
30815414	Evaluating fear of hypoglycemia, pediatric parenting stress, and self-efficacy among parents of children with type 1 diabetes and their correlation with glycemic control.	Background: This study was designed to determine the level of fear of hypoglycemia (FoH), pediatric parenting stress and selfefficacy in parents of children with type 1 diabetes (T1D). Methods: In this cross-sectional study, 61 families of children with T1D who had been diagnosed for at least 6 months recruited from Gabric Diabetes Education Association in Tehran. Sixty mothers and 41 fathers of 61 children (26 girls, age: 6.0-12.7 years) were assessed using the Hypoglycemia Fear Survey-Parent (HFS-P), Pediatric Inventory for Parents (PIP) and Self-Efficacy for Diabetes Scale-Parent (SED-P) questionnaires. Pearson correlation analysis was used to compute the correlation between HFS-P, PIP and SEDP scores separately for mother and fathers. Results: Only 8.3% of children had controlled diabetes. Internal reliability of the Persian version of all questionnaires was good. FoH were higher for mothers. Mothers whose children had diabetes for less than two years had significantly lower mean HFS-Behavior subscale (HFS-B) scores than mothers whose children had diabetes for more than two years. There was a positive correlation between fathers' mean HFS-B score and children's total insulin dose per day. Parents' FoH score was positively correlated with increased pediatric parenting stress. Findings also showed considerable emotional distress in 51% of mothers and 29.7% of fathers. Frequency of selfmonitoring blood glucose tests (SMBG) correlated negatively with HbA1c. Conclusion: We concluded that parents with high levels of FoH and stress may benefit from diabetes education. Important implications for education are considering psychological adjustment, recognizing diabetes-related fear and stress in parents, encouraging fathers to become actively involved in the child's diabetes management and emphasizing the importance of SMBG.	0	1
30815424	Cardiovascular risk factors of hypertension, smoking and obesity: Emerging concerns among Pathan and Persian young adults?	Background: Hypertension was considered as a disease of the elderly but due to unhealthy dietary and lifestyle changes its incidence has increased in younger population. Smoking and obesity are emerging concerns the world is facing globally in younger age groups. This study is therefore aimed to identify these cardiovascular risk factors among Pathan and Persian young adults. Methods: It was a cross-sectional study carried out at multiple undergraduate, postgraduate educational institutes and hospitals using non-probability convenient sampling among young adults aged between 15 to 40 years for a period of six months from Apr 1st, 2017 to Sep 30th, 2017. Mean±SD was calculated for continuous variables and categorical variables were expressed as frequencies. Chi-square test and Fisher exact test were used for statistical analysis. Results: A total of 708 subjects were included. Mean±SD age was 26.12±3.7 years. Out of 708, 300(42.37%) were smokers with 209 (29.52%) active and 91 (12.85%) passive smokers. Among smokers, 216 (30.5%) were males while 84 (11.87%) were females. A total of 432 (61.02%) subjects were not doing any exercise, and 636 (89.83%) were consuming junk food. A total of 165 (23.3%) subjects were overweight, and 15 (2.1%) were obese. Stage-1 hypertension was present in 72 (10.2%), while 16 (2.25%) subjects had stage-2 hypertension. Conclusion: There is an increased prevalence of cardiovascular risk factors which includes hypertension, smoking, and obesity among Pathan and Persian young adults.	0	1
30886955	A phase II trial protocol of Tocilizumab in anti-TNF refractory patients with JIA-associated uveitis (the APTITUDE trial).	Juvenile idiopathic arthritis (JIA) is the most common rheumatic disease in children. Children with JIA are at risk of intraocular inflammation (uveitis). In the initial stages of mild-moderate inflammation uveitis is asymptomatic. Most children with mild-moderate uveitis are managed on topical steroid drops with or without systemic methotrexate (MTX). When children with moderate-severe uveitis are refractory to MTX, monoclonal anti-tumour necrosis factor agents have been trialled, interim analysis data showed positive results. However, several children with severe recalcitrant disease or non-responsive to anti-tumour necrosis factor agents remain and are at greater risk of significant ocular complications and visual loss. Further evidence of alternative therapies is needed with evidence of a potential role of anti-interleukin-6 agents in the management of severe refractory uveitis. The trial will be conducted following a two-stage Simon design. The trial will register at least 22 patients aged 2 to 18 years with active JIA-associated uveitis, who have taken MTX for at least 12 weeks and have failed an anti-TNF agent. It will take place in 7 centres across the UK. All participants will be treated for 6 months, with follow up of 9 months from registration. Participants will receive a stable dose of MTX and those weighing ≥30 kg will be dosed with 162 mg of Tocilizumab every 2 weeks and participants weighing < 30 kg dosed with 162 mg of Tocilizumab every 3 weeks. Primary outcome is treatment response at 12 weeks. Adverse events will be collected up to 30 calendar days following treatment cessation. This is a novel adaptive design study of subcutaneous IL-6 inhibition in anti-TNF refractory JIA associated uveitis which will be able to determine if further research should be conducted. This is the first trial to look at ophthalmology outcomes in the efficacy of Tocilizumab in uveitis.This is the first paediatric clinical trial to assess the clinical effectiveness and safety of tocilizumab with MTX in JIA associated uveitis. The Trial is registered on the ISRCTN registry (ISRCTN95363507) on the 10/06/2015 and EU Clinical Trials Register on the 03/07/2015 (EudraCT Number: 2015-001323-23).	0	1
31007811	A cross-sectional study of traditional practices affecting maternal and newborn health in rural Nigeria.	Certain traditional practices which have negative effects on maternal and child health continue to be practiced in sub-Saharan African countries. A survey was carried out in a rural village in Nigeria to understand the scale and range of these practices. This was a cross-sectional study in which trained interviewers administered pre-tested questionnaires on child-bearing women using questionnaires embedded on android devices. The median age of marriage and pregnancy were 15 and 16 years respectively. Home births were high (90.4%) while non-skilled birth attendant was 87.4%. The community had a son preference index ratio of 1:4.1. Up to 81.5% of mothers responded that one form of unhygienic traditional procedure or the other was performed on their children. Time to initiation of breast feeding was in hours in the majority (76.3%) of mothers, with a high rate of use of prelacteal feeds (85.2%). Being an adolescent mother (AOR 0.403, 95%CI 0.203, 0,797) and utilizing a skilled provider at birth (AOR 0.245, 95%CI 0.088, 0.683) were associated with less likelihood of having an unhygienic procedure performed on children. The findings of our study suggest that traditional practices which could have negative effects on maternal and child health are still ongoing in the study community. Child protection laws and safeguarding principles could help to reduce these practices and would need to be developed and implemented in these settings where these practices are still prevalent.	0	1
31093056	[Maternal and child health care in Cuba: achievements and challengesCuidados de saúde materno-infantil em Cuba: conquistas e desafios].	In Cuba, maternal and child health care is based on the priority granted by the State, the implementation of the National Maternal and Child Health Program and the guarantee of equitable access to health services. This article describes the Cuban experience in this field, as well as its main achievements, challenges, and lessons learned. Among the most relevant results up to 2015 are the reduction of infant mortality rate and under-five mortality rate to 4.3 and 5.7 deaths per 1 000 live births, respectively; 5-year survival of 99.4%; more than 10 prenatal check-ups per delivery; 5.3% of low birth weight; 99.9% of institutional births; and being the first country to validate the elimination of mother-to-child transmission of HIV/AIDS and congenital syphilis. The main challenges are to increase the rate of exclusive breastfeeding; to reduce anemia due to iron deficiency in children and pregnant women; to reduce overweight in children; to prevent accidents; and to reduce maternal mortality, adolescent fertility rate, and voluntary abortion. Among the lessons learned are the priority given by the State to health, the programmatic management of maternal and child care, the guarantee of universal coverage, the systematic collection of information for decision-making, the integration of sectors and social participation in health. Sustaining and improving the results achieved will contribute to the fulfillment of the Sustainable Development Agenda for 2030. Em Cuba, os cuidados de saúde materno-infantil baseiam-se na prioridade concedida pelo Estado, na implementação do Programa Nacional de Saúde Materno-Infantil e na garantia de acesso equitativo aos serviços de saúde. Este artigo descreve a experiência cubana neste campo, bem como as principais conquistas, desafios e lições aprendidas. Entre os resultados mais relevantes até 2015 estão a redução da mortalidade infantil e mortalidade em menores de 5 anos para 4,3 e 5,7 mortes por 1 000 nascidos vivos, respectivamente; sobrevivência a 5 anos de 99,4%; mais de 10 exames pré-natal por nascimento; 5,3% do baixo peso ao nascer; 99,9% dos partos institucionais; e seja o primeiro país a validar a eliminação da transmissão materno-infantil de HIV/AIDS e sífilis congênita. Os principais desafios são aumentar a taxa de aleitamento materno exclusivo; reduzir a anemia devido a deficiência de ferro em crianças e mulheres grávidas e reduzir o excesso de peso infantil; prevenir acidentes; e reduzir a mortalidade materna, taxa de fertilidade adolescente e aborto voluntário. Entre as lições aprendidas estão a prioridade dada pelo Estado à saúde, a gestão programática dos cuidados materno e infantil, a garantia de cobertura universal, a coleta sistemática de informações para a tomada de decisões, a integração de setores e a participação social em saúde. Sustentar e melhorar os resultados obtidos contribuirá para o cumprimento da Agenda de Desenvolvimento Sustentável para 2030.	0	1
31236025	Turkish Neonatal Society guideline on parenteral nutrition in preterm infants.	Postnatal growth failure due to inappropriate and insufficient nutrition is a risk for preterm infants, especially for very-low-birth-weight or extremely-low-birth-weight infants. This extrauterine growth failure causes negative effects on long-term neurodevelopment. Early initiation of intensive parenteral nutrition with appropriate protein and energy supply is a nutritional emergency when enteral feeding cannot be achieved. This approach prevents protein catabolism and helps achievement of positive protein balance and postnatal growth. Protein, lipid, and glucose initiation with appropriate doses that reach timely goals constitute the major elements of parenteral nutrition. The transition to enteral nutrition with the mother's milk at the earliest convenience must be targeted in parenteral nutrition. Prematürelerin özellikle çok düşük doğum ağırlıklı ve aşırı düşük doğum ağırlıklı bebeklerin uygun ve yeterli beslenememelerine bağlı postnatal dönemde büyüme geriliği riskleri vardır. Bu ekstrauterin büyüme geriliğinin prematürede uzun dönem nörogelişimsel olumsuz etkileri gösterilmiştir. Enteral beslenmenin başarılamadığı durumlarda, erken ve yoğun parenteral beslenmenin uygun protein ve enerji sağlayarak başlanması, bu riskli prematüreler için yaşamsal bir acil durum kabul edilmektedir. Bu sayede protein katabolizması önlenmekte, pozitif protein dengesine erişmelerine ve büyümelerine olumlu katkı sağlanmaktadır. Parenteral beslenmede protein, lipid ve glukozun uygun dozda başlanarak belli hedeflere erişmesi prematüre bakımının ana elemanlarından biridir. Parenteral beslenen bebeklerin en kısa zamanda anne sütü ile enteral beslenmeye geçişleri de hedeflenmelidir.	1	0
31236031	Turkish Neonatal Society guideline for the follow-up of high-risk newborn infants.	Developments in perinatal and neonatal care have increased the survival rate of high-risk newborns but led to a rise in chronic diseases seen in these infants. A significant number of them attend primary and secondary health care centers after discharge; however, there are very few standard protocols for the long-term follow-up of these babies. Therefore, we aimed to establish a follow-up guideline that emphasizes on universal screening schemes and takes into consideration national data. The guide presented here provides brief recommendations for physicians in light of evidence-based data for the follow-up of high-risk newborn infants. The steps taken to monitor and solve the problems of all high-risk infants may vary. We hope the use of such a standard approach in evaluating each infant in daily routine will improve the life quality of these high-risk infants. Perinatal ve neonatal bakım alanındaki gelişmeler sonucunda riskli yenidoğanların yaşam oranı yükselmiş, ancak beraberinde bu bebeklerde görülen kronik hastalık oranı da artmıştır. Taburcu edildikten sonra birinci ve ikinci basamak sağlık merkezlerine başvuran hastaların önemli bir oranını oluşturmaya başlayan bu bebeklerin uzun süreli izleminin nasıl olması gerektiği ile ilgili ne yazık ki standart protokoller pek azdır. Bu nedenle evrensel izlem şemalarına ağırlık verdiğimiz ve ulusal verilerin de göz önüne alındığı bir izlem rehberi oluşturmayı amaçladık. Burada özetini sunduğumuz yüksek riskli bebek izlem rehberi uygulayıcıya kanıta dayalı veriler ışığında öneri niteliğinde bilgileri sunmaktadır. Tüm riskli bebekler için izlem ve sorunların çözümü için atılacak adımlar farklılıklar gösterebilir. Her bebeğin ayrı ayrı değerlendirildiği standart yaklaşımların güncel uygulamalarda kullanılmasının yüksek riskli bebeklerin yaşam kalitelerini artıracağını ummaktayız.	1	0
31304329	Sociomarkers and biomarkers: predictive modeling in identifying pediatric asthma patients at risk of hospital revisits.	The importance of social components of health has been emphasized both in epidemiology and public health. This paper highlights the significant impact of social components on health outcomes in a novel way. Introducing the concept of sociomarkers, which are measurable indicators of social conditions in which a patient is embedded, we employed a machine learning approach that uses both biomarkers and sociomarkers to identify asthma patients at risk of a hospital revisit after an initial visit with an accuracy of 66%. The analysis has been performed over an integrated dataset consisting of individual-level patient information such as gender, race, insurance type, and age, along with ZIP code-level sociomarkers such as poverty level, blight prevalence, and housing quality. Using this uniquely integrated database, we then compare the traditional biomarker-based risk model and the sociomarker-based risk model. A biomarker-based predictive model yields an accuracy of 65% and the sociomarker-based model predicts with an accuracy of 61%. Without knowing specific symptom-related features, the sociomarker-based model can correctly predict two out of three patients at risk. We systematically show that sociomarkers play an important role in predicting health outcomes at the individual level in pediatric asthma cases. Additionally, by merging multiple data sources with detailed neighborhood-level data, we directly measure the importance of residential conditions for predicting individual health outcomes.	1	0
31452828	[Knowledge, attitudes and practices of parents on vaccination against polio in Abeche-Tchad].	in Chad, transmission of poliovirus has been interrupted in 2000, but imports from Nigeria and weakness of vaccination coverage are a major risk of disease reactivation. This study aims to investigate knowledge, attitudes and practices of parents of children aged 0 to 5 years on vaccination against polio in Chad. this cross-sectional study was carried out in the six districts of Abéché. Only households who had children under 5 years of age were included. Data were collected through interviews with parents and guardians of eligible children using a tested and validated questionnaire. we interviewed 210 households. No family had a vaccination record notebook of their children. However, 97% reported vaccinated children who had participated in mass vaccination campaigns. About 97% were aware of poliomyelitis disease and 98% knew vaccination campaign. The most cited channels of information were radio (98%) and vaccinators (72%). Only 3% of parents reported refusing vaccination. There was an association between the negative influence of the relatives and the non-vaccination of children (p = 0.005). disease and vaccine knowledge is good in Chad despite the existence of rumours about, in particular, vaccine effects. The lack of immunization cards limited the analysis of survey results which were only declarative with a very high declared vaccination rate. Immunization cards are essential for eradication in association with prevention policy.	0	1
31516434	An evaluation of school-based e-cigarette control policies' impact on the use of vaping products.	Electronic cigarette (e-cigarette) use among youth is common, and so efforts to regulate its use and availability are continually being made. The school environment represents an important domain for advancing health policy among youth populations. This study examines the impact of school-based e-cigarette control policies on student e-cigarette use in the context of a natural experiment. Using three years of longitudinal student and school level data (2013/2014 to 2015/2016), from a sample of 69 secondary schools in Ontario, Canada, a generalized estimating equation approach examined the impact of school-based e-cigarette control policy changes on the prevalence of youth e-cigarette use. The main outcome of interest was current e-cigarette use, while covariates included age, gender, ethnicity, and amount of spending money in dollars per week the student has. Tests of proportion (t-tests) were used to examine whether there were any significant differences in the changes for each intervention school relative to the sample of schools that report no changes in school-level e-cigarette control policies. Estimates from the generalized estimating equation approach suggest that students had lower odds of using e-cigarettes in schools where an e-cigarette control policy was implemented. That is, the e-cigarette control policy decreased the adjusted odds of being an e-cigarette user (OR=0.68; 95% CI: 0.48-0.97). Examining school-specific impact, at four of six schools that had an e-cigarette control policy, the ban on the use of e-cigarettes may have lowered the prevalence of e-cigarette use. This is the first study to use longitudinal data to study school-level e-cigarette use and the impact of e-cigarette control policy. These results provide new evidence that school-level policies banning the use of e-cigarettes on school property may be effective in reducing e-cigarette use (or preventing it) in their current form, as seen in this natural experiment.	1	0
