"","measure_name","location_name","sex_name","cause_name","year","val","upper","lower"
"184","Deaths","Global","Both","African trypanosomiasis",1990,16998.2741503057,27709.1682171942,8262.24865407088
"185","Deaths","Global","Both","Schistosomiasis",1990,17093.2974884821,19251.3632104733,15204.1164448406
"186","Deaths","Global","Both","Cysticercosis",1990,1315.08086435981,1732.39503376649,924.50259293032
"187","Deaths","Global","Both","Cystic echinococcosis",1990,2838.85559374975,3497.06748407191,2217.93990266128
"188","Deaths","Global","Both","Dengue",1990,28151.3377410332,43024.3004192788,6384.39434338215
"189","Deaths","Global","Both","Yellow fever",1990,12676.9556415579,26771.9421279055,4739.64409540465
"190","Deaths","Global","Both","Rabies",1990,26028.6081396198,40715.5605895706,9746.85475795215
"191","Deaths","Global","Both","Ascariasis",1990,7893.55425191252,10286.0657528794,6168.95818727624
"192","Deaths","Global","Both","Esophageal cancer",1990,319331.621272411,350801.577205077,248666.041258988
"193","Deaths","Global","Both","Stomach cancer",1990,788316.958299481,833998.75811768,742786.857122014
"194","Deaths","Global","Both","Liver cancer due to hepatitis B",1990,190291.443299837,222447.781370553,162331.714295978
"195","Deaths","Global","Both","Liver cancer due to hepatitis C",1990,84665.1464755155,96589.5769768629,73796.8253037635
"196","Deaths","Global","Both","Liver cancer due to alcohol use",1990,47858.4874013035,58605.6060516134,38589.6061495246
"197","Deaths","Global","Both","Pancreatitis",1990,69817.641747074,82529.2600493225,62046.6721886195
"198","Deaths","Global","Both","Other digestive diseases",1990,62488.3683314662,77364.1152250058,49726.0043648901
"199","Deaths","Global","Both","Alzheimer's disease and other dementias",1990,560934.754366651,1546915.49692114,135270.383057837
"200","Deaths","Global","Both","Parkinson's disease",1990,147237.553910291,158062.959095316,137334.550046017
"201","Deaths","Global","Both","Idiopathic epilepsy",1990,100054.054912434,112226.363713362,81176.205357086
"202","Deaths","Global","Both","Multiple sclerosis",1990,13356.0024248342,17571.0807432686,11903.5171163505
"203","Deaths","Global","Both","Motor neuron disease",1990,17653.1719592206,18269.6811491792,17010.6910406019
"204","Deaths","Global","Both","Other neurological disorders",1990,34103.3462502097,36597.2235374999,31527.815638789
"205","Deaths","Global","Both","Liver cancer due to other causes",1990,24599.4068528255,29472.8766897877,20584.1969598767
"206","Deaths","Global","Both","Other malignant neoplasms",1990,238783.456924665,255398.800943179,215826.159215814
"207","Deaths","Global","Both","Poisoning by carbon monoxide",1990,40855.2185820473,46867.1080700358,34804.3283833993
"208","Deaths","Global","Both","Poisoning by other means",1990,47144.5684815619,54672.3002093164,37530.6993260886
"209","Deaths","Global","Both","Unintentional firearm injuries",1990,27315.8695003706,32485.0552557519,20087.8883735478
"210","Deaths","Global","Both","Other exposure to mechanical forces",1990,96468.2369554672,110538.749478609,85806.2026912874
"211","Deaths","Global","Both","Adverse effects of medical treatment",1990,97302.9265944246,111383.898324648,75963.8024532475
"212","Deaths","Global","Both","Venomous animal contact",1990,87261.0048218565,104758.074369164,53314.1060933505
"213","Deaths","Global","Both","Non-venomous animal contact",1990,15911.8832256385,19365.6445133628,10998.275560166
"214","Deaths","Global","Both","Pulmonary aspiration and foreign body in airway",1990,110043.847987947,119728.743665229,102405.697522479
"215","Deaths","Global","Both","Foreign body in other body part",1990,14589.0243592663,19870.5636121451,8351.81438247568
"216","Deaths","Global","Both","Other unintentional injuries",1990,122386.465996887,140764.829063963,100007.629013984
"217","Deaths","Global","Both","Other cardiovascular and circulatory diseases",1990,194508.046107688,219539.978483327,180191.369019642
"218","Deaths","Global","Both","Total burden related to hepatitis B",1990,524476.563468663,585030.3914949,468320.720897014
"219","Deaths","Global","Both","Total burden related to hepatitis C",1990,340857.236287888,381621.345991818,300685.610408627
"220","Deaths","Global","Both","Total burden related to Non-alcoholic fatty liver disease (NAFLD)",1990,93757.7904347112,119096.999173604,71657.421050781
"221","Deaths","Global","Both","Total cancers",1990,5732669.23164651,5969250.12200609,5485376.90058544
"222","Deaths","Global","Both","Larynx cancer",1991,88942.149348301,93328.9539168778,84619.4727092571
"223","Deaths","Global","Both","Tracheal, bronchus, and lung cancer",1991,1088143.47485188,1137364.8197972,1037598.86992262
"224","Deaths","Global","Both","Breast cancer",1991,388876.179784693,405457.798028903,372392.979934399
"225","Deaths","Global","Both","Cervical cancer",1991,185386.2323848,226805.769324215,165658.571719851
"226","Deaths","Global","Both","Uterine cancer",1991,56790.0263519953,61026.9672010601,51571.563261526
"227","Deaths","Global","Both","Prostate cancer",1991,239667.420426089,276343.08001853,197278.180848829
"228","Deaths","Global","Both","Colon and rectum cancer",1991,529698.521432781,549624.753190301,504498.448331508
"229","Deaths","Global","Both","Lip and oral cavity cancer",1991,98833.8960292674,105082.082468171,93180.5149938746
"230","Deaths","Global","Both","Nasopharynx cancer",1991,54291.4902268999,58861.8514051052,49990.6831442645
"231","Deaths","Global","Both","Other pharynx cancer",1991,52783.0973852381,57562.7979941017,49077.9414504902
"232","Deaths","Global","Both","Gallbladder and biliary tract cancer",1991,96277.3571783049,108563.288361114,86488.0125753365
"233","Deaths","Global","Both","Pancreatic cancer",1991,204105.574663885,210904.089295261,195177.152716179
"234","Deaths","Global","Both","Malignant skin melanoma",1991,33916.706993334,43861.0023503051,28514.6673736326
"235","Deaths","Global","Both","Ovarian cancer",1991,99351.8457726232,111233.278577082,92077.5086480871
"236","Deaths","Global","Both","Testicular cancer",1991,7249.37822749222,7906.09130139647,6823.81400378967
"237","Deaths","Global","Both","Kidney cancer",1991,74403.8914094412,76901.8572934238,71192.7499399666
"238","Deaths","Global","Both","Bladder cancer",1991,124162.107360832,129609.827131238,117490.494451876
"239","Deaths","Global","Both","Brain and central nervous system cancer",1991,142244.408859669,187264.788871474,121958.181928218
"240","Deaths","Global","Both","Thyroid cancer",1991,23427.0713527934,25813.3021272078,21982.804677942
"241","Deaths","Global","Both","Mesothelioma",1991,15657.8844403705,17398.1504133796,14103.1141552635
"242","Deaths","Global","Both","Hodgkin lymphoma",1991,27717.7930968271,30228.7389789075,21793.1771620395
"243","Deaths","Global","Both","Non-Hodgkin lymphoma",1991,129980.498500268,135837.50746225,123379.093798904
"244","Deaths","Global","Both","Multiple myeloma",1991,53367.8900116471,60399.7364102878,49156.5330330855
"245","Deaths","Global","Both","Chronic kidney disease due to glomerulonephritis",1991,93397.7923805989,112703.630640026,77102.3654445378
"246","Deaths","Global","Both","Chronic kidney disease due to other and unspecified causes",1991,148099.989938887,179135.799854324,122032.83656796
"247","Deaths","Global","Both","Urinary tract infections and interstitial nephritis",1991,100430.299406893,108454.091195759,90930.9253867717
"248","Deaths","Global","Both","Urolithiasis",1991,11358.0652568297,13873.2108366631,7235.30714002795
"249","Deaths","Global","Both","Other urinary diseases",1991,24249.5038004806,28119.2448341673,18823.9309754017
"250","Deaths","Global","Both","Uterine fibroids",1991,4033.48717180908,6183.79854209123,1950.96387372657
"251","Deaths","Global","Both","Endometriosis",1991,152.426543646363,238.90269783997,82.7754749530104
"252","Deaths","Global","Both","Genital prolapse",1991,1286.92809650908,2287.17863809702,628.504460310636
"253","Deaths","Global","Both","Other gynecological diseases",1991,1632.7367427208,2469.52467768021,944.269407016429
"254","Deaths","Global","Both","Thalassemias",1991,16510.1102318149,21027.1545988603,12324.500123674
"255","Deaths","Global","Both","Sickle cell disorders",1991,35933.2045641681,51847.9856299532,22893.4048166655
"256","Deaths","Global","Both","G6PD deficiency",1991,7459.54473740513,9370.4203211341,5882.71569578525
"257","Deaths","Global","Both","HIV/AIDS resulting in other diseases",1991,280984.247696759,401906.288107486,206467.635103791
"258","Deaths","Global","Both","Diarrheal diseases",1991,2904396.03234836,3657467.42308137,2223702.49613137
"259","Deaths","Global","Both","Typhoid fever",1991,180713.245982365,316718.532718188,88201.9508068223
"260","Deaths","Global","Both","Paratyphoid fever",1991,33236.0446574747,67985.9151486839,13802.8682339304
"261","Deaths","Global","Both","Other hemoglobinopathies and hemolytic anemias",1991,22179.5538522644,26045.6319744929,20128.7681368341
"262","Deaths","Global","Both","Endocrine, metabolic, blood, and immune disorders",1991,78950.9848629062,92438.802349377,66127.5041652177
"263","Deaths","Global","Both","Rheumatoid arthritis",1991,22600.2512274251,27900.8369117395,17756.0973697498
"264","Deaths","Global","Both","Other musculoskeletal disorders",1991,33067.3522698039,40247.5655220555,25847.7165790989
"265","Deaths","Global","Both","Neural tube defects",1991,161285.408176849,256331.050621524,115218.604667873
"266","Deaths","Global","Both","Myocarditis",1991,19834.1136809236,26894.8514890439,15856.4788458986
"267","Deaths","Global","Both","Other leukemia",1991,121241.91240339,142131.180226212,92636.9928343382
"268","Deaths","Global","Both","Other cardiomyopathy",1991,167020.669095766,180624.710487398,136189.934500222
"269","Deaths","Global","Both","Conflict and terrorism",1991,85085.8671991239,94740.5431957867,77011.3011183717
"270","Deaths","Global","Both","Multidrug-resistant tuberculosis without extensive drug resistance",1991,25853.8156346476,56331.2366377289,9970.24397241992
